Statistic Label,Year,Hour of Day,UNIT,VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2005,All hours,Number,360,,,,,,,,,,,,,,,,,,,,Statistic Label,Fatal Collisions,,,,,Statistic Label,Fatal Collisions
All Killed and Injured Casualties,2009,12 midnight,Number,263,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,1,Number,195,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,2,Number,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,3,Number,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,4,Number,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,5,Number,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,6,Number,127,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,7,Number,239,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,8,Number,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,9,Number,474,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,10,Number,422,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,11,Number,405,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,12,Number,524,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,13,Number,609,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,14,Number,604,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,15,Number,637,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,16,Number,731,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,17,Number,738,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,18,Number,737,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,19,Number,671,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,20,Number,547,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,21,Number,420,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,22,Number,304,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2009,23,Number,281,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,All hours,Number,8482,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,12 midnight,Number,229,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,1,Number,181,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,2,Number,166,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,3,Number,171,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,4,Number,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,5,Number,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,6,Number,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,7,Number,222,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,8,Number,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,9,Number,429,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,10,Number,341,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,11,Number,425,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,12,Number,445,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,13,Number,512,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,14,Number,522,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,15,Number,592,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,16,Number,569,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,17,Number,556,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,18,Number,561,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,19,Number,553,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,20,Number,441,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,21,Number,366,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,22,Number,324,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2010,23,Number,228,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,All hours,Number,7421,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,12 midnight,Number,175,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,1,Number,170,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,2,Number,168,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,3,Number,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,4,Number,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,5,Number,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,6,Number,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,7,Number,178,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,8,Number,364,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,9,Number,402,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,10,Number,324,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,11,Number,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,12,Number,414,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,13,Number,487,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,14,Number,434,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,15,Number,472,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,16,Number,527,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,17,Number,547,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,18,Number,521,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,19,Number,427,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,20,Number,354,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,21,Number,295,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,22,Number,270,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2011,23,Number,194,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,All hours,Number,8104,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,12 midnight,Number,181,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,1,Number,165,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,2,Number,147,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,3,Number,165,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,4,Number,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,5,Number,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,6,Number,104,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,7,Number,191,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,8,Number,382,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,9,Number,372,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,10,Number,326,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,11,Number,373,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,12,Number,414,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,13,Number,452,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,14,Number,468,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,15,Number,577,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,16,Number,610,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,17,Number,641,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,18,Number,561,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,19,Number,473,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,20,Number,436,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,21,Number,356,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,22,Number,309,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2012,23,Number,238,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,All hours,Number,7068,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,12 midnight,Number,151,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,1,Number,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,2,Number,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,3,Number,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,4,Number,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,5,Number,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,6,Number,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,7,Number,149,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,8,Number,330,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,9,Number,328,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,10,Number,263,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,11,Number,371,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,12,Number,417,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,13,Number,451,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,14,Number,461,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,15,Number,466,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,16,Number,503,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,17,Number,539,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,18,Number,496,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,19,Number,460,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,20,Number,388,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,21,Number,274,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,22,Number,231,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2013,23,Number,215,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,All hours,Number,8271,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,12 midnight,Number,164,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,1,Number,161,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,2,Number,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,3,Number,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,4,Number,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,5,Number,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,6,Number,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,7,Number,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,8,Number,411,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,9,Number,406,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,10,Number,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,11,Number,380,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,12,Number,409,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,13,Number,467,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,14,Number,518,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,15,Number,598,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,16,Number,591,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,17,Number,704,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,18,Number,598,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,19,Number,507,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,20,Number,480,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,21,Number,327,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,22,Number,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2014,23,Number,212,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,All hours,Number,8002,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,12 midnight,Number,184,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,1,Number,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,2,Number,160,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,3,Number,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,4,Number,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,5,Number,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,6,Number,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,7,Number,221,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,8,Number,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,9,Number,397,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,10,Number,295,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,11,Number,387,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,12,Number,446,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,13,Number,484,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,14,Number,526,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,15,Number,547,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,16,Number,547,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,17,Number,659,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,18,Number,609,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,19,Number,482,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,20,Number,364,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,21,Number,279,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,22,Number,248,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2015,23,Number,234,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,All hours,Number,7896,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,12 midnight,Number,171,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,1,Number,146,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,2,Number,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,3,Number,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,4,Number,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,5,Number,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,6,Number,112,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,7,Number,268,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,8,Number,426,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,9,Number,410,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,10,Number,299,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,11,Number,314,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,12,Number,467,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,13,Number,504,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,14,Number,446,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,15,Number,469,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,16,Number,623,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,17,Number,643,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,18,Number,588,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,19,Number,470,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,20,Number,369,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,21,Number,301,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,22,Number,278,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2016,23,Number,201,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,All hours,Number,7934,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,12 midnight,Number,138,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,1,Number,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,2,Number,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,3,Number,118,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,4,Number,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,5,Number,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,6,Number,133,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,7,Number,258,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,8,Number,415,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,9,Number,353,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,10,Number,373,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,11,Number,371,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,12,Number,392,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,13,Number,482,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,14,Number,490,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,15,Number,573,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,16,Number,584,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,17,Number,731,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,18,Number,608,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,19,Number,510,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,20,Number,379,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,21,Number,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,22,Number,214,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2017,23,Number,172,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,All hours,Number,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,12 midnight,Number,172,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,1,Number,122,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,2,Number,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,3,Number,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,4,Number,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,5,Number,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,6,Number,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,7,Number,285,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,8,Number,467,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,9,Number,408,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,10,Number,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,11,Number,357,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,12,Number,490,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,13,Number,472,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,14,Number,544,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,15,Number,614,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,16,Number,608,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,17,Number,661,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,18,Number,586,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,19,Number,468,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,20,Number,409,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,21,Number,279,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,22,Number,193,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2018,23,Number,191,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,All hours,Number,7719,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,12 midnight,Number,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,1,Number,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,2,Number,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,3,Number,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,4,Number,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,5,Number,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,6,Number,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,7,Number,330,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,8,Number,495,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,9,Number,392,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,10,Number,305,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,11,Number,353,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,12,Number,477,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,13,Number,458,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,14,Number,517,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,15,Number,541,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,16,Number,616,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,17,Number,650,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,18,Number,591,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,19,Number,443,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,20,Number,313,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,21,Number,249,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,22,Number,209,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2019,23,Number,158,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Killed and Injured Casualties,2020,All hours,Number,5743,,,,,,,,,,,,,,,,,,,,,,,,,,,
